x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
89,123,146,147,227,229,153,132,33,55,33,55,33,11,44,66,44,33,66,77,77,66,44,22,33,55,77,33,11,22,66,55
89,113,125,148,149,128,152,230,209,231,286,341,385,352,374,363,385,308,385,297,286,385,352,374,385,297,308,275,297,264,330,341
89,47,71,50,40,63,76,77,77,55,77,77,77,66,55,77,77,44,77,77,77,22,55,66,77,55,66,77,77,44,33,55
89,90,104,50,73,53,76,55,77,77,55,44,11,22,33,22,55,77,77,55,22,22,11,44,33,55,77,77,33,44,33,55
89,112,102,92,104,94,41,64,21,44,77,55,11,33,22,55,77,77,66,44,11,33,22,33,77,77,77,55,22,22,11,33
89,112,147,126,117,151,130,153,143,154,154,132,121,88,132,154,143,110,99,99,99,132,110,44,66,77,77,44,77,77,77,66
89,79,179,214,303,271,250,373,352,341,319,363,275,253,253,275,297,385,363,264,275,385,385,385,385,385,385,385,352,385,385,352
89,92,115,127,73,52,54,77,44,22,55,77,66,77,55,77,77,77,77,66,33,77,77,77,77,33,44,22,55,33,11,22
89,113,92,126,117,129,153,154,154,154,143,121,88,99,110,99,121,154,154,77,66,77,77,55,44,33,66,55,44,11,44,22
89,112,102,224,225,127,106,42,65,77,77,44,33,55,77,66,55,33,77,77,33,22,44,11,22,22,33,66,77,55,77,66
89,46,70,71,72,52,31,21,55,77,44,22,44,66,22,22,33,22,22,33,22,11,22,44,66,55,77,77,77,22,55,77
89,101,113,93,95,109,99,121,121,121,22,11,77,55,77,66,44,77,77,77,66,77,55,77,66,77,77,77,55,66,77,22
89,91,93,94,107,141,153,44,66,77,77,11,22,44,44,77,77,55,66,55,44,33,55,77,77,77,55,77,77,55,33,11
89,101,146,137,72,73,42,21,22,33,55,77,77,77,77,66,55,33,22,77,55,33,22,33,11,33,11,22,66,22,33,44
89,124,215,173,241,253,385,275,297,308,363,385,286,264,286,231,231,308,308,286,341,319,341,330,330,363,374,352,363,374,385,341
89,24,47,37,5,18,8,20,54,77,77,77,77,66,77,44,33,66,77,55,33,11,33,33,11,33,66,55,44,33,55,44
89,112,91,27,50,62,53,65,77,55,66,44,55,66,44,66,77,77,77,77,44,33,77,77,77,66,77,44,33,44,33,22
89,101,103,126,138,150,108,65,44,66,44,33,44,66,77,77,77,66,44,33,44,77,77,77,77,22,55,66,77,77,77,77
89,101,223,202,171,118,130,153,121,77,55,22,22,55,33,66,55,66,77,77,77,77,77,77,55,66,33,11,44,22,22,44
89,79,26,50,73,74,75,54,77,77,66,77,44,33,55,22,33,66,77,77,77,77,66,77,77,77,44,55,33,55,33,44
89,112,137,149,151,153,154,132,121,99,88,22,33,55,33,44,22,55,77,66,77,66,77,55,11,44,33,55,77,77,44,33
89,90,91,170,116,150,141,153,154,154,154,99,143,33,55,11,22,11,22,11,22,44,22,55,33,11,66,55,33,55,77,66
89,113,125,93,127,40,19,43,77,55,33,77,55,11,33,55,77,22,33,55,77,77,44,66,77,77,77,77,77,66,77,66
89,79,135,115,7,20,32,11,33,44,66,55,66,55,66,44,66,77,44,66,33,11,33,55,77,66,44,66,44,77,77,66
89,80,104,52,10,33,22,33,66,77,77,77,44,66,77,44,22,44,55,22,55,44,11,55,44,33,55,77,55,11,33,55
89,79,26,50,74,53,43,66,44,22,22,22,44,55,77,77,77,66,44,77,55,77,77,77,77,77,66,77,77,77,22,44
89,90,125,104,127,96,97,10,22,22,55,77,77,77,55,44,55,77,77,66,44,33,22,44,66,33,22,33,44,22,22,22
89,90,146,105,117,96,108,98,110,121,33,33,55,77,77,66,77,55,22,11,22,44,33,11,44,66,77,77,66,44,77,55
89,101,114,106,118,108,87,99,110,132,110,99,121,132,121,110,22,33,11,44,22,11,22,44,77,44,22,22,11,33,22,44
89,134,102,114,94,95,118,32,55,66,77,77,77,11,66,77,55,77,77,77,77,44,33,22,77,77,77,55,22,66,44,66
89,80,116,151,153,132,231,308,308,363,330,330,462,462,451,385,297,308,308,264,242,253,253,275,253,275,308,275,297,385,374,363
89,158,258,281,338,384,385,308,352,385,363,385,352,330,363,352,374,308,308,385,363,330,253,319,330,330,264,286,297,385,352,341
89,112,58,70,71,72,29,53,76,55,44,66,77,77,77,77,77,77,77,77,77,77,77,77,77,66,44,22,44,11,33,55
89,102,92,115,95,107,87,99,22,22,44,55,77,55,66,55,22,22,44,66,77,77,44,55,22,33,22,33,55,66,77,77
89,91,92,115,106,96,86,32,55,66,77,77,55,33,55,22,22,33,44,66,11,22,11,77,77,77,77,55,44,55,33,66
89,124,147,149,173,208,198,220,308,275,374,385,385,385,385,374,385,286,253,253,275,286,374,385,385,385,385,308,363,374,385,374
89,102,92,28,40,53,76,44,22,44,22,22,11,44,33,22,22,33,66,77,77,44,22,44,77,77,55,77,55,33,11,33
89,112,148,116,152,76,22,33,66,33,11,77,55,77,55,22,11,22,33,22,66,33,44,33,44,66,77,22,11,33,33,22
89,47,59,38,19,43,11,22,44,11,22,11,44,55,33,22,22,44,22,44,33,44,55,77,77,44,22,44,66,77,77,66
89,3,15,38,52,31,21,22,55,33,22,55,33,77,55,66,44,77,55,66,44,33,11,22,33,55,77,77,77,44,55,77
89,79,104,95,195,219,154,154,154,209,88,198,231,209,264,253,242,253,341,308,308,297,231,231,220,308,297,352,297,209,297,385
89,112,47,71,50,62,41,76,55,77,44,77,22,44,22,22,22,33,22,66,33,44,11,55,22,33,22,11,55,55,66,55
89,79,25,5,28,52,9,21,33,44,22,22,33,22,44,55,77,77,77,55,77,66,77,77,66,33,77,77,55,77,77,77
89,101,14,48,38,6,40,19,42,65,77,77,77,77,55,77,66,77,77,55,66,33,55,33,44,55,33,55,44,55,77,66
89,112,91,115,94,117,140,152,153,143,121,99,88,66,77,55,33,44,77,66,33,77,77,77,66,44,55,44,11,44,33,11
89,112,103,138,117,153,132,143,154,143,55,44,22,44,77,55,44,66,77,77,77,66,77,66,77,77,77,77,77,77,77,77
89,102,82,105,139,53,65,55,77,55,66,44,77,55,77,77,77,77,66,77,77,44,55,44,22,33,22,22,55,44,55,33
89,102,28,19,20,43,77,77,44,77,77,77,77,77,22,33,77,77,66,77,77,77,77,77,55,44,77,77,44,11,66,77
89,113,147,148,129,153,132,88,33,11,22,66,44,22,44,66,44,66,77,66,44,77,66,77,44,11,44,66,77,77,77,77
89,101,115,150,151,152,120,132,110,11,55,77,66,44,77,66,55,33,66,77,77,44,22,11,22,22,44,77,44,55,33,66
89,90,103,93,94,118,86,109,99,143,154,154,132,154,121,132,176,187,176,176,121,88,99,143,154,77,44,33,66,55,66,77
89,24,36,15,49,18,41,21,22,44,22,55,44,33,55,33,22,22,22,55,33,11,44,22,44,11,55,33,11,22,33,22
89,91,114,49,28,42,65,44,55,44,33,77,77,55,66,77,55,44,33,11,22,44,22,33,22,33,33,11,44,33,22,11
89,80,202,149,151,131,99,99,132,143,33,44,77,55,66,44,66,33,44,77,44,55,66,44,66,77,77,77,44,77,77,44
89,24,47,4,27,61,29,42,32,11,22,22,44,66,77,66,77,66,44,66,55,33,55,66,44,66,77,77,55,11,22,44
89,102,93,94,184,296,308,286,231,154,132,154,154,143,154,154,231,209,88,176,220,308,209,231,308,297,308,308,297,308,253,264
89,112,135,224,280,348,382,384,385,374,363,341,297,231,297,286,253,264,253,352,341,341,363,352,319,341,352,330,385,385,385,385
89,112,135,114,104,51,30,42,21,33,44,11,22,22,33,66,77,77,77,66,55,77,77,55,44,22,33,11,44,66,55,77
89,112,80,115,138,51,63,75,76,77,77,77,55,66,44,22,33,44,66,44,33,66,77,55,44,33,44,22,44,66,44,33
89,102,136,127,106,96,87,110,99,88,132,11,22,55,44,22,44,11,33,44,66,77,77,77,55,77,55,77,66,77,77,55
89,79,15,38,62,75,76,77,44,22,33,44,66,44,11,22,55,77,77,77,66,44,66,77,44,33,55,66,77,77,77,66
89,80,103,126,39,20,54,77,11,22,55,44,33,55,22,33,22,55,77,77,55,22,55,22,11,44,66,55,44,11,33,44
89,90,80,103,214,227,228,219,308,363,253,275,297,385,352,374,286,264,330,275,297,363,308,286,308,264,286,308,385,385,385,297
89,102,81,94,106,151,153,77,22,22,22,33,44,33,22,33,11,33,44,22,33,55,77,77,77,77,44,33,66,77,77,77
89,102,103,93,116,106,41,21,22,44,66,33,22,33,22,55,77,77,77,66,77,77,77,44,77,77,66,44,11,33,55,22
89,102,127,108,164,198,110,22,22,33,11,33,44,77,55,66,77,33,11,33,22,11,33,55,44,66,33,44,22,55,33,11
89,101,80,93,105,128,142,154,154,154,154,154,132,99,88,33,44,77,55,22,11,33,66,55,33,66,44,77,77,77,77,77
89,112,14,48,5,17,73,74,75,54,22,33,22,11,22,33,11,33,55,77,33,66,44,66,44,55,22,22,11,33,44,11
89,90,102,92,105,95,129,109,132,99,121,121,110,132,154,154,132,231,308,286,253,242,330,363,352,374,308,385,352,374,352,363
89,124,103,93,94,117,108,131,154,154,55,33,55,77,77,77,66,77,77,77,77,44,33,22,11,33,55,66,33,11,33,77
89,179,136,28,51,74,75,76,44,55,22,77,77,44,66,33,55,33,22,11,33,55,77,55,66,77,66,77,44,77,77,77
89,2,27,62,52,75,76,77,77,77,77,77,77,77,77,77,44,11,33,44,66,55,77,55,66,77,77,77,77,77,66,55
89,101,124,147,148,127,150,152,65,55,44,66,77,55,22,44,55,77,77,77,66,77,77,55,66,77,77,44,66,77,77,55
89,123,58,71,72,73,41,31,54,77,77,33,22,44,22,22,66,77,55,77,44,66,77,77,77,77,77,55,33,55,66,77
89,102,114,126,228,230,231,308,308,297,308,286,330,264,198,220,308,308,275,385,363,374,385,297,385,385,363,385,363,341,330,264
89,79,146,114,27,28,53,32,55,33,22,44,77,77,77,77,55,77,66,77,77,77,77,77,77,44,11,22,11,22,44,77
89,125,225,303,305,306,296,308,308,297,308,308,308,286,308,308,308,253,275,308,385,308,385,352,363,385,308,286,352,253,264,253
89,102,93,106,119,131,154,121,132,121,132,121,154,154,132,143,55,33,55,77,77,55,77,77,33,22,55,77,77,66,77,55
89,3,26,6,29,41,20,32,44,44,66,77,77,66,44,66,77,66,33,22,22,44,33,55,77,77,66,55,77,77,44,22
89,124,103,61,74,43,44,11,77,77,66,22,22,44,55,33,11,22,33,11,33,44,55,66,77,33,55,77,77,77,77,77
89,14,49,74,76,77,55,77,77,77,66,55,33,11,22,44,33,66,44,77,77,77,44,77,66,22,11,22,44,22,22,77
89,102,116,128,107,86,98,110,88,99,99,99,33,44,22,44,77,77,77,77,55,33,55,77,77,77,22,22,11,55,11,22
89,80,103,150,152,153,121,88,110,88,110,110,22,77,44,55,22,22,11,33,55,66,44,77,66,77,44,66,44,55,33,44
89,35,59,39,18,19,43,66,33,11,44,55,33,33,55,44,22,44,33,44,33,77,66,77,66,77,77,44,66,77,55,77
89,113,83,107,98,121,143,110,99,143,132,110,99,88,99,110,99,99,110,121,143,154,132,154,132,110,132,143,88,99,99,99
89,101,146,114,126,149,40,63,32,11,22,33,22,66,77,55,22,33,44,44,77,11,33,44,55,77,77,77,66,77,77,77
89,26,16,28,18,41,20,32,55,77,55,77,77,77,77,77,77,77,66,77,77,66,44,55,77,44,33,55,77,44,77,44
89,125,116,140,153,154,143,132,77,55,33,66,77,55,33,55,44,77,55,77,44,11,33,55,44,11,33,22,33,44,77,77
89,36,15,49,72,73,8,31,54,44,55,66,44,33,55,77,77,55,77,44,77,77,77,77,77,77,77,55,77,55,77,77
89,112,223,224,204,249,327,317,329,330,352,341,319,330,341,275,253,264,330,352,363,264,275,253,341,385,385,253,319,352,341,374
89,113,148,150,152,120,88,110,99,88,110,88,99,99,132,121,99,99,121,77,77,44,22,55,66,11,33,77,77,77,55,33
89,24,47,27,39,30,9,21,33,11,44,22,33,11,22,44,66,44,66,77,55,66,44,33,66,77,55,77,77,55,22,33
89,124,103,115,106,97,131,154,143,110,44,22,22,55,22,66,77,77,77,77,77,55,22,22,11,44,11,44,11,44,77,77
89,112,92,104,84,109,88,110,198,176,99,198,231,198,297,286,385,385,374,363,385,385,297,286,385,385,385,363,330,319,352,341
89,103,93,94,95,120,99,209,220,132,143,154,231,231,220,209,220,198,209,187,286,308,374,385,385,363,330,330,341,330,330,253
89,211,300,224,214,206,230,231,209,275,297,308,275,297,385,385,330,363,308,286,308,220,198,176,165,176,187,198,297,308,385,374
89,156,202,292,238,251,274,385,297,286,264,297,286,275,308,308,275,264,286,374,308,286,308,297,385,385,308,308,308,297,297,308
89,113,81,104,127,150,130,120,220,154,121,99,99,88,187,88,99,154,154,154,132,121,99,99,55,22,44,66,55,66,77,44
89,101,126,182,173,273,296,275,308,385,451,341,352,363,341,308,308,308,308,308,253,341,352,341,330,264,352,330,352,341,319,297
89,101,125,93,105,128,107,87,121,154,154,154,77,44,33,55,22,44,77,77,44,55,44,33,66,77,55,44,22,11,44,33
89,13,3,28,18,19,32,66,77,55,33,22,66,44,77,66,44,11,33,11,22,77,55,77,77,77,44,77,66,33,22,44
89,91,104,94,108,98,121,143,55,44,11,33,77,77,77,22,11,33,22,55,33,44,33,11,22,33,66,22,44,22,33,55
89,112,158,170,172,162,273,329,330,363,374,385,385,385,385,385,385,308,385,308,341,330,341,253,187,165,99,121,99,231,231,308
89,112,168,180,159,261,251,307,363,264,275,264,264,275,242,275,308,385,374,385,385,385,385,385,385,385,352,374,275,308,275,242
89,101,124,93,105,42,32,66,77,33,44,22,66,22,11,33,44,77,77,77,77,77,77,66,77,55,66,33,11,22,33,11
89,101,91,125,61,40,63,53,32,33,22,55,44,66,77,77,55,77,55,22,33,22,11,77,55,33,11,22,55,44,22,44
89,80,136,149,150,151,153,132,110,99,110,99,88,121,88,99,88,154,231,154,154,154,154,77,44,11,44,66,77,55,66,77
89,79,102,137,127,140,75,43,22,33,22,22,33,66,33,22,44,77,55,33,11,33,11,33,55,66,33,77,77,77,55,66
89,102,126,106,98,55,44,22,33,66,55,33,66,77,66,77,77,55,77,55,33,11,22,55,77,55,33,11,33,22,11,22
89,113,92,128,118,142,121,88,110,44,77,55,77,55,77,77,77,77,77,55,77,55,77,77,55,77,55,33,44,66,77,77
89,46,25,48,38,72,73,74,42,76,77,44,11,22,33,55,22,33,22,22,44,11,33,11,44,55,44,66,44,33,22,22
89,135,148,117,98,132,154,154,121,99,88,110,22,33,22,33,55,11,44,55,44,66,77,77,77,77,55,44,66,22,33,11
89,81,116,140,120,33,66,11,22,44,11,77,77,66,77,77,77,55,11,33,55,44,55,77,44,77,77,55,44,66,77,77
89,79,113,125,82,107,142,154,143,121,132,154,154,99,176,187,132,77,77,55,44,22,22,22,33,55,66,44,55,33,11,33
89,179,235,260,272,262,252,253,275,297,275,330,286,308,297,209,308,264,286,308,286,385,385,308,286,385,363,385,363,330,352,319
89,146,147,226,306,307,308,231,231,187,242,275,176,209,187,165,187,198,209,187,242,253,319,330,242,330,242,176,198,132,44,77
89,112,80,93,128,64,43,66,33,55,33,77,77,77,66,55,44,77,44,77,33,55,33,22,33,55,77,77,66,11,22,11
89,101,91,61,52,75,76,44,33,22,22,33,44,22,55,77,55,44,77,77,66,77,66,44,22,44,55,22,55,11,44,22
89,134,147,137,106,129,108,21,55,66,77,77,77,77,77,77,55,77,77,44,22,55,22,33,11,44,33,22,22,44,55,77
89,200,301,291,303,282,261,361,329,264,341,319,352,341,330,275,176,110,231,297,187,253,330,253,275,253,264,286,352,319,308,385
89,79,102,103,148,72,51,75,21,22,77,77,55,66,33,55,44,66,77,55,44,66,44,33,11,22,33,66,55,66,77,77
89,79,103,93,84,107,131,33,22,55,22,11,33,55,22,44,77,77,11,33,55,66,77,33,22,22,33,77,55,77,55,33
89,114,137,116,129,119,131,99,110,110,121,154,121,143,132,110,154,132,154,110,143,154,132,66,77,77,55,44,22,55,33,44
89,102,82,182,173,174,274,374,352,374,352,385,297,242,253,352,341,440,385,363,385,385,385,363,308,308,286,308,352,451,385,385
89,112,124,70,60,73,63,75,76,77,55,77,44,66,77,77,66,77,77,44,66,77,44,66,77,77,55,77,77,77,55,44
89,103,126,150,151,153,154,77,77,55,77,55,77,44,22,22,44,77,44,55,66,44,77,22,66,55,33,11,33,55,44,66
89,47,71,52,31,43,33,55,22,22,44,33,66,44,22,44,22,55,77,66,44,22,77,66,22,44,11,22,44,11,33,77
89,79,91,92,17,31,10,22,33,55,77,55,77,66,55,33,22,44,33,11,33,22,22,33,22,11,44,55,77,44,66,55
89,103,128,107,119,98,99,99,22,11,44,66,77,77,77,44,55,11,22,33,77,77,44,66,77,55,77,77,77,77,66,77
89,112,80,38,28,18,41,21,22,44,66,77,77,77,77,44,66,77,77,77,55,77,77,77,77,66,77,77,66,55,66,55
89,102,93,94,118,141,153,187,176,165,187,165,176,220,231,209,176,275,385,363,385,352,385,385,374,319,330,242,352,374,385,385
89,178,168,170,282,305,306,384,385,352,330,352,374,385,385,385,385,385,385,385,341,286,253,286,308,308,297,308,308,385,385,352
89,24,36,59,71,50,73,75,54,44,44,22,44,33,22,44,33,66,77,77,33,44,33,55,44,33,22,55,44,11,33,22
89,101,58,71,50,40,31,43,22,55,22,11,33,44,55,33,44,66,33,44,77,77,77,77,33,11,66,44,11,44,55,22
89,37,73,19,54,77,66,44,33,55,44,66,77,66,77,77,77,77,77,77,77,77,77,33,55,33,44,55,77,44,66,55
89,101,91,104,18,9,21,44,33,55,44,66,77,66,77,66,77,77,55,44,33,11,66,77,55,33,44,66,77,55,77,77
89,92,82,105,139,107,163,252,330,352,330,341,319,253,286,308,297,264,319,330,330,363,385,308,297,242,198,209,143,154,154,154
89,200,223,202,115,128,151,141,153,154,110,154,132,110,88,121,143,121,99,110,99,132,77,77,77,77,77,77,77,55,33,22
89,157,192,259,249,261,373,385,363,308,286,264,242,176,99,132,154,154,154,132,176,187,121,154,154,132,110,55,22,33,22,11
89,201,224,225,226,272,340,363,352,385,385,385,374,352,363,308,385,385,385,352,385,385,363,385,385,385,352,407,363,352,385,385
89,113,136,72,73,75,76,66,77,55,22,22,22,11,22,11,22,44,11,44,55,33,77,77,22,33,22,11,33,44,22,33
89,101,80,26,61,74,75,76,55,77,77,44,66,44,33,55,33,22,22,44,77,77,66,77,55,22,55,33,55,77,77,55
89,91,114,148,150,152,131,154,110,121,110,220,275,297,286,308,308,286,264,198,99,143,132,143,154,154,154,154,154,154,143,154
89,112,125,105,117,96,108,98,88,110,99,99,110,143,154,154,132,110,176,165,308,330,319,297,385,352,308,297,275,374,385,385
89,146,126,149,151,152,153,154,143,154,154,132,110,22,66,77,55,77,77,55,33,66,44,22,22,66,77,77,77,55,33,55
89,114,137,105,96,97,43,66,55,66,77,44,11,33,55,77,55,77,77,77,44,22,77,55,44,77,44,77,55,77,77,44
89,25,15,16,50,73,63,53,21,33,66,77,77,44,55,33,22,33,77,66,77,77,66,55,44,33,11,22,22,22,44,77
89,102,114,116,129,152,54,44,33,22,44,11,44,77,77,55,77,77,77,77,66,77,66,44,33,66,77,77,33,77,55,33
89,101,125,115,84,118,119,21,44,22,22,33,55,77,55,33,55,44,66,77,55,77,77,44,66,44,22,33,55,77,44,55
89,112,125,116,29,52,31,76,77,77,77,77,55,66,77,55,33,55,66,55,33,77,77,33,55,66,77,77,77,77,77,77
89,134,124,149,40,64,43,44,66,77,66,44,77,22,55,33,66,33,77,77,77,77,77,77,33,44,77,77,77,77,77,44
89,4,28,20,43,77,55,33,22,22,44,33,55,33,66,77,77,77,77,44,77,77,77,66,77,77,77,77,55,77,77,77
89,91,114,138,151,142,154,143,154,154,132,99,88,121,110,121,99,99,121,132,33,11,33,44,11,33,77,77,44,66,77,77
89,113,103,115,149,229,208,121,99,22,55,77,77,44,66,77,66,77,77,66,77,66,55,77,66,44,77,55,22,55,22,44
89,3,26,38,17,40,30,42,21,11,22,44,11,33,55,77,44,33,66,77,44,33,11,33,33,11,33,22,33,44,77,55
89,3,15,6,62,41,10,55,44,55,33,22,55,22,33,55,77,55,77,22,33,11,33,11,44,33,55,33,55,66,44,66
89,102,169,193,261,240,285,374,363,385,385,286,297,352,319,341,396,330,374,264,231,209,231,209,198,220,253,297,385,374,308,374
89,102,136,126,127,95,96,98,55,77,77,44,55,77,44,22,33,55,33,44,22,33,55,77,55,77,77,66,77,44,33,44
89,112,91,81,104,128,141,87,44,55,66,77,66,55,11,22,33,44,22,44,22,55,22,33,44,77,77,77,66,77,77,77
89,112,201,224,215,228,218,208,121,143,154,121,110,99,143,110,99,110,121,165,176,198,154,132,22,44,55,44,11,22,44,66
89,179,159,248,260,261,350,252,275,264,242,330,286,308,286,308,253,341,330,352,374,385,385,385,385,264,275,374,385,374,352,341
89,24,47,70,62,75,76,77,77,33,11,22,22,22,33,11,33,55,66,77,55,33,55,33,44,77,77,33,55,44,22,22
89,123,91,37,49,72,73,53,21,11,22,33,44,66,44,33,55,33,22,11,33,55,22,22,66,77,77,11,33,33,11,44
89,79,91,92,126,7,41,65,44,22,55,66,77,55,44,22,33,33,33,44,77,66,55,33,55,77,55,66,77,77,22,11
89,112,81,94,118,219,132,154,77,77,66,55,77,77,55,77,55,44,22,11,33,22,22,33,44,66,77,44,66,55,44,11
89,102,92,93,116,95,107,54,77,55,44,66,55,77,77,77,77,44,22,66,77,77,66,55,77,55,77,55,22,22,66,55
89,178,234,269,305,274,341,330,275,308,286,297,308,308,297,308,275,286,308,297,308,264,264,363,264,209,198,220,275,286,308,308
89,46,70,72,73,76,77,77,33,55,33,11,22,66,77,77,77,44,11,33,55,77,77,77,77,44,22,55,33,11,55,66
89,114,104,139,151,152,230,220,308,385,385,352,341,319,352,385,363,385,297,385,374,352,253,363,341,330,319,341,275,297,385,374
89,112,59,72,73,74,53,65,77,77,55,33,55,44,55,44,22,44,33,11,44,22,77,77,77,44,22,77,55,66,55,77
89,123,135,103,127,139,151,142,132,154,143,121,55,66,55,44,22,33,66,44,66,55,66,55,66,55,33,11,55,77,55,66
89,90,103,115,17,40,53,76,44,55,44,66,77,44,22,33,55,77,77,55,22,33,44,77,44,22,44,22,33,22,22,44
89,14,70,71,61,40,53,32,22,44,22,33,55,66,77,55,22,44,11,33,66,22,11,22,44,66,77,77,55,77,77,66
89,79,114,126,150,228,306,384,385,385,308,363,308,308,231,231,209,231,220,154,209,264,363,330,440,418,374,385,374,341,319,330
89,90,181,171,161,173,273,340,308,275,352,374,363,352,385,451,462,385,330,330,352,242,341,396,418,352,297,275,264,319,275,341
89,101,93,127,95,118,152,153,154,132,154,110,88,132,99,110,143,231,308,308,308,308,297,308,275,374,352,297,308,297,308,308
89,103,128,97,98,110,132,110,132,121,99,110,88,132,110,99,121,143,154,77,77,77,77,66,33,22,11,22,33,44,66,33
89,57,37,16,17,51,31,65,77,44,22,22,22,55,66,77,66,77,77,11,44,55,44,66,77,33,11,44,33,11,33,22
89,134,147,148,139,74,65,33,22,44,77,44,22,33,11,22,11,22,55,11,33,22,44,66,77,66,77,77,55,22,22,55
89,103,84,108,109,88,121,110,99,99,143,110,88,99,110,154,154,154,143,154,154,66,44,55,77,77,77,77,77,77,66,77
89,101,3,26,38,62,74,32,77,44,77,44,11,33,77,77,77,77,55,77,77,77,66,44,22,66,44,33,22,44,11,44
89,79,91,193,304,306,384,363,341,451,462,385,385,341,330,363,330,319,275,297,308,297,286,308,286,308,231,231,231,220,308,308
89,102,137,149,151,152,153,154,143,154,154,143,154,143,121,99,99,132,154,154,44,66,77,55,44,66,44,33,55,22,44,66
89,101,93,116,63,75,76,77,77,77,55,66,55,33,44,66,44,55,44,33,44,66,44,33,22,22,44,77,66,77,77,77
89,123,213,280,349,328,340,352,319,352,253,352,330,264,330,341,440,418,330,286,297,308,374,363,330,330,275,264,363,330,330,242
89,113,103,126,150,151,153,154,132,198,165,253,341,385,363,385,385,253,253,286,264,330,264,297,286,341,352,385,385,352,341,319
89,79,14,59,71,72,74,31,43,77,77,55,77,55,22,44,33,22,55,77,66,77,33,44,33,55,77,77,55,66,44,22
89,125,149,150,153,231,198,231,308,308,308,308,275,319,341,330,330,319,374,308,286,352,363,308,308,286,330,242,374,352,264,297
89,91,148,150,130,153,154,154,77,55,77,77,77,66,77,55,77,77,77,77,66,77,33,66,77,33,11,66,77,77,55,44
89,79,91,15,40,10,22,44,77,44,33,22,44,33,77,77,55,77,55,44,66,77,44,11,22,44,11,33,11,33,22,33
89,101,148,150,228,229,219,308,231,297,275,264,363,385,385,297,308,308,297,352,385,363,297,385,451,462,385,374,385,385,352,352
89,103,126,150,19,32,11,55,77,77,77,77,55,77,77,44,22,11,22,33,66,33,44,22,44,66,44,55,11,44,77,77
89,178,234,257,293,305,383,384,385,385,308,308,297,264,286,264,352,253,374,385,286,308,385,385,341,363,352,330,363,385,297,308
89,102,92,93,94,128,151,152,153,121,132,99,110,176,198,110,99,99,110,121,110,88,187,198,308,253,330,352,319,363,385,352
89,80,27,8,43,66,55,44,55,77,55,77,55,77,66,44,33,55,66,33,55,44,33,55,77,77,33,44,22,22,33,55
89,112,47,37,49,61,42,76,77,66,77,77,55,66,44,77,44,22,22,55,77,66,55,44,66,77,77,77,44,22,55,22
89,90,125,150,140,152,87,99,99,132,231,297,308,308,286,275,286,297,308,385,374,330,363,341,319,341,363,451,385,330,352,363
89,90,80,92,126,140,108,142,132,99,121,132,99,99,154,154,132,154,143,154,66,77,77,66,77,66,11,33,22,33,66,55
89,101,92,115,61,73,63,21,33,55,33,55,77,77,77,33,11,44,22,66,77,77,66,77,77,77,44,22,33,44,11,44
89,92,38,61,73,53,32,55,22,11,33,55,33,44,66,44,66,33,66,77,77,77,66,44,22,22,22,44,55,77,77,77
89,103,126,95,152,153,154,143,132,110,99,99,88,110,88,99,110,154,231,220,275,297,308,286,275,297,308,308,308,385,385,286
89,101,115,83,106,85,98,99,121,220,231,231,297,286,374,330,363,330,363,341,275,308,286,264,363,352,363,319,341,319,330,253
89,79,169,170,259,273,307,308,308,385,352,341,319,341,330,330,319,330,385,352,319,330,319,341,352,341,363,319,330,352,341,374
89,112,103,93,138,151,141,120,143,231,231,231,231,198,231,297,308,308,286,385,363,374,308,286,275,363,385,385,385,385,385,385
89,80,104,83,151,130,153,209,308,363,385,385,352,330,330,264,286,253,275,253,264,242,176,132,154,154,143,77,77,77,66,77
89,90,27,6,19,31,10,33,22,55,33,55,33,77,77,77,55,44,22,33,22,33,44,22,77,77,77,55,22,33,55,77
89,90,91,114,137,150,153,132,154,154,33,22,11,33,44,33,66,77,77,77,77,77,77,55,66,44,55,33,11,44,22,44
89,112,80,104,6,29,53,21,55,77,77,77,44,11,55,33,55,44,66,77,66,77,66,44,77,77,55,33,11,33,66,44
89,101,135,147,148,149,150,152,120,132,110,99,121,132,121,154,66,77,77,44,77,55,77,77,77,66,55,77,77,77,55,33
89,36,71,73,53,76,66,77,77,66,44,11,22,44,66,77,55,66,77,55,33,55,77,44,22,11,22,22,77,77,77,77
89,80,114,5,39,29,8,43,33,11,22,55,77,44,55,33,44,33,55,77,77,77,66,77,77,77,44,55,33,55,11,33
89,101,91,81,105,117,107,196,230,198,231,308,308,308,374,385,385,385,286,242,253,242,264,297,308,297,253,264,253,297,308,308
89,90,92,16,30,75,43,22,33,22,22,44,66,77,55,44,33,55,77,77,55,44,66,55,77,77,77,77,55,22,11,22
89,101,114,137,149,150,206,86,98,110,110,99,22,44,66,44,11,33,11,33,44,22,22,11,22,44,22,44,77,66,55,66
89,102,136,126,138,7,30,9,32,22,11,33,22,33,11,33,66,77,77,66,77,55,66,77,77,55,22,66,77,77,11,11
89,101,91,15,50,40,19,31,21,44,66,66,44,55,22,66,44,77,77,55,22,22,11,33,44,22,11,22,11,22,66,77
89,79,92,39,62,74,53,43,22,22,33,11,22,22,22,22,44,22,44,11,66,77,77,44,77,77,55,66,77,55,33,44
